UserID,SessionID,VisitDate,TrafficSource,DeviceType,Country,LandingPage,PagesViewed,SessionDuration,Bounce,ExitPage,Conversion
12157,S02158,2025-03-14,Social,Tablet,Canada,Pricing,8,765,Yes,Contact,Yes
12158,S02159,2025-06-15,Referral,Mobile,UK,Pricing,7,1333,Yes,Contact,Yes
12159,S02160,2025-10-17,Email,Mobile,Australia,Home,5,673,Yes,Blog,No
12160,S02161,2025-03-13,Direct,Mobile,Australia,Products,2,149,Yes,Home,No
12161,S02162,2025-07-02,Social,Mobile,Canada,Services,13,747,Yes,Blog,Yes
12162,S02163,2025-02-01,Email,Desktop,Germany,Checkout,7,1126,No,Contact,Yes
12163,S02164,2025-02-15,Direct,Desktop,USA,Home,3,1132,No,Products,No
12164,S02165,2025-11-27,Email,Mobile,India,Contact,4,125,Yes,Blog,No
12165,S02166,2025-04-23,Direct,Mobile,USA,Pricing,1,96,Yes,Services,No
12166,S02167,2025-11-21,Referral,Mobile,Australia,Checkout,6,803,No,Blog,Yes
12167,S02168,2026-01-01,Referral,Tablet,India,Home,1,1381,Yes,Products,No
12168,S02169,2025-04-17,Direct,Tablet,Canada,Home,10,83,No,Contact,No
12169,S02170,2025-07-08,Email,Mobile,Canada,Products,2,1201,Yes,Pricing,No
12170,S02171,2025-11-15,Social,Desktop,Australia,Services,1,1295,Yes,Pricing,No
12171,S02172,2025-04-14,Email,Desktop,UK,Products,7,337,No,Services,Yes
12172,S02173,2025-11-30,Social,Desktop,India,Blog,7,254,No,Products,No
12173,S02174,2025-01-22,Referral,Mobile,Germany,Checkout,3,240,Yes,Products,No
12174,S02175,2025-06-02,Direct,Tablet,UK,Services,13,1177,No,Home,Yes
12175,S02176,2025-04-28,Email,Desktop,USA,Pricing,11,1292,Yes,Services,Yes
12176,S02177,2025-04-03,Social,Mobile,Canada,Contact,1,453,Yes,Blog,No
12177,S02178,2025-08-23,Referral,Tablet,USA,Blog,12,680,No,Pricing,Yes
12178,S02179,2025-12-08,Direct,Mobile,Australia,Home,10,594,Yes,Checkout,Yes
12179,S02180,2025-01-26,Organic,Desktop,India,Services,1,1278,Yes,Blog,No
12180,S02181,2025-10-18,Direct,Mobile,India,Services,7,1502,Yes,Contact,Yes
12181,S02182,2025-07-10,Organic,Desktop,Canada,Contact,4,876,Yes,Services,No
12182,S02183,2025-03-03,Social,Mobile,UK,Blog,13,81,Yes,Home,No
12183,S02184,2025-12-16,Organic,Desktop,USA,Home,15,1313,Yes,Home,Yes
12184,S02185,2025-08-22,Email,Tablet,Australia,Services,12,490,No,Home,Yes
12185,S02186,2025-09-03,Organic,Tablet,Germany,Products,12,1163,Yes,Home,Yes
12186,S02187,2025-07-13,Organic,Mobile,Canada,Blog,7,1398,No,Blog,Yes
12187,S02188,2025-10-23,Organic,Tablet,India,Checkout,3,37,No,Contact,No
12188,S02189,2025-09-03,Direct,Desktop,India,Contact,5,1482,No,Checkout,No
12189,S02190,2025-12-20,Referral,Mobile,Germany,Home,4,490,No,Pricing,No
12190,S02191,2025-04-29,Organic,Desktop,UK,Home,12,1010,No,Blog,Yes
12191,S02192,2025-10-06,Direct,Desktop,Germany,Services,14,977,Yes,Services,Yes
12192,S02193,2025-06-27,Referral,Mobile,Australia,Blog,12,1319,No,Blog,Yes
12193,S02194,2025-05-30,Direct,Tablet,Canada,Contact,6,1581,No,Services,Yes
12194,S02195,2025-11-05,Social,Mobile,UK,Services,7,187,No,Blog,No
12195,S02196,2025-12-15,Direct,Mobile,UK,Pricing,13,1114,Yes,Pricing,Yes
12196,S02197,2025-11-20,Direct,Tablet,USA,Checkout,6,1116,Yes,Checkout,Yes
12197,S02198,2025-02-11,Referral,Mobile,Australia,Pricing,12,821,Yes,Pricing,Yes
12198,S02199,2025-01-03,Social,Tablet,Germany,Products,2,1188,Yes,Contact,No
12199,S02200,2025-06-21,Referral,Mobile,UK,Contact,12,1623,No,Pricing,Yes
12200,S02201,2025-09-25,Referral,Mobile,Australia,Services,15,818,No,Contact,Yes
12201,S02202,2025-04-26,Referral,Mobile,Germany,Checkout,13,227,Yes,Contact,No
12202,S02203,2025-09-16,Organic,Desktop,USA,Home,1,1635,Yes,Contact,No
12203,S02204,2025-07-27,Social,Mobile,Australia,Contact,5,505,Yes,Checkout,No
12204,S02205,2025-01-09,Organic,Desktop,India,Products,4,58,Yes,Checkout,No
12205,S02206,2025-02-06,Organic,Desktop,Canada,Home,13,1403,No,Services,Yes
12206,S02207,2025-01-06,Email,Desktop,UK,Blog,11,835,No,Products,Yes
12207,S02208,2025-11-14,Email,Desktop,Germany,Pricing,5,887,Yes,Contact,No
12208,S02209,2025-09-13,Social,Desktop,India,Services,8,74,No,Checkout,No
12209,S02210,2025-10-03,Organic,Desktop,Germany,Pricing,13,795,No,Contact,Yes
12210,S02211,2025-07-14,Organic,Desktop,India,Blog,8,65,No,Pricing,No
12211,S02212,2025-05-06,Organic,Desktop,Canada,Contact,2,179,No,Products,No
12212,S02213,2025-01-18,Social,Desktop,Australia,Checkout,10,971,No,Products,Yes
12213,S02214,2025-02-18,Organic,Tablet,USA,Pricing,10,850,Yes,Pricing,Yes
12214,S02215,2025-09-15,Direct,Desktop,UK,Contact,8,151,No,Checkout,No
12215,S02216,2025-12-01,Organic,Desktop,Australia,Home,15,1107,No,Products,Yes
12216,S02217,2025-05-31,Direct,Mobile,UK,Pricing,15,935,No,Blog,Yes
12217,S02218,2025-03-21,Organic,Mobile,Canada,Blog,2,1416,Yes,Home,No
12218,S02219,2025-12-01,Direct,Desktop,India,Services,7,1598,Yes,Products,Yes
12219,S02220,2025-12-16,Email,Desktop,USA,Contact,6,1782,No,Checkout,Yes
12220,S02221,2025-02-21,Direct,Mobile,USA,Contact,12,247,Yes,Blog,No
12221,S02222,2025-12-24,Referral,Mobile,Germany,Pricing,8,760,No,Contact,Yes
12222,S02223,2025-08-03,Referral,Mobile,UK,Blog,9,227,No,Home,No
12223,S02224,2025-05-15,Social,Desktop,Canada,Pricing,2,188,Yes,Products,No
12224,S02225,2025-03-24,Organic,Tablet,USA,Contact,2,59,Yes,Blog,No
12225,S02226,2025-07-11,Email,Desktop,Canada,Home,11,1128,Yes,Pricing,Yes
12226,S02227,2025-10-14,Organic,Mobile,USA,Products,7,247,No,Products,No
12227,S02228,2025-07-20,Organic,Desktop,India,Pricing,12,1446,Yes,Home,Yes
12228,S02229,2025-05-17,Email,Tablet,India,Services,9,1373,Yes,Services,Yes
12229,S02230,2025-09-03,Direct,Mobile,Germany,Blog,15,509,No,Blog,Yes
12230,S02231,2025-03-30,Referral,Tablet,Germany,Contact,4,212,Yes,Products,No
12231,S02232,2025-09-19,Direct,Mobile,Canada,Pricing,11,270,Yes,Pricing,No
12232,S02233,2025-11-17,Referral,Tablet,UK,Products,3,515,No,Blog,No
12233,S02234,2025-08-10,Organic,Desktop,Canada,Home,1,1550,Yes,Products,No
12234,S02235,2025-07-11,Referral,Desktop,Australia,Checkout,11,1497,Yes,Contact,Yes
12235,S02236,2025-09-03,Email,Tablet,Canada,Contact,15,270,Yes,Products,No
12236,S02237,2025-05-28,Referral,Mobile,Canada,Pricing,10,1077,Yes,Blog,Yes
12237,S02238,2025-02-13,Direct,Tablet,India,Services,2,1160,No,Blog,No
12238,S02239,2025-11-29,Social,Desktop,Australia,Pricing,5,961,No,Services,No
12239,S02240,2025-09-19,Referral,Desktop,Germany,Pricing,14,972,Yes,Blog,Yes
12240,S02241,2025-12-21,Referral,Desktop,Australia,Pricing,6,196,Yes,Services,No
12241,S02242,2025-05-19,Social,Tablet,Australia,Products,11,559,No,Services,Yes
12242,S02243,2025-10-17,Direct,Desktop,UK,Products,15,500,No,Pricing,Yes
12243,S02244,2025-05-23,Social,Tablet,Canada,Contact,11,852,Yes,Checkout,Yes
12244,S02245,2025-03-13,Social,Mobile,Germany,Contact,10,1621,No,Contact,Yes
12245,S02246,2025-06-14,Direct,Desktop,Australia,Pricing,9,1142,Yes,Home,Yes
12246,S02247,2025-05-30,Direct,Mobile,Australia,Checkout,12,1490,No,Products,Yes
12247,S02248,2025-09-12,Social,Mobile,Canada,Blog,15,1336,No,Pricing,Yes
12248,S02249,2025-06-24,Direct,Desktop,Australia,Home,8,1110,No,Home,Yes
12249,S02250,2025-10-09,Referral,Mobile,India,Products,7,1675,No,Blog,Yes
12250,S02251,2025-10-26,Social,Tablet,Australia,Blog,8,1137,Yes,Services,Yes
12251,S02252,2025-11-18,Referral,Tablet,India,Blog,1,885,Yes,Blog,No
12252,S02253,2025-03-03,Direct,Mobile,India,Services,7,651,Yes,Home,Yes
12253,S02254,2025-05-23,Organic,Tablet,Australia,Services,14,153,Yes,Checkout,No
12254,S02255,2025-12-18,Referral,Mobile,India,Contact,2,1531,Yes,Home,No
12255,S02256,2025-11-16,Social,Desktop,Canada,Products,2,701,Yes,Products,No
12256,S02257,2025-10-20,Social,Tablet,UK,Checkout,10,1246,Yes,Products,Yes
12257,S02258,2025-10-27,Social,Mobile,USA,Checkout,1,1143,Yes,Checkout,No
12258,S02259,2025-10-05,Email,Mobile,USA,Home,7,426,No,Checkout,Yes
12259,S02260,2025-02-18,Direct,Desktop,USA,Products,8,265,No,Pricing,No
12260,S02261,2025-04-23,Social,Mobile,India,Products,3,365,No,Blog,No
12261,S02262,2025-11-04,Referral,Desktop,USA,Products,10,1773,Yes,Checkout,Yes
12262,S02263,2025-12-31,Referral,Desktop,USA,Contact,2,846,No,Checkout,No
12263,S02264,2025-07-14,Organic,Tablet,UK,Products,10,1547,No,Blog,Yes
12264,S02265,2025-06-25,Social,Mobile,Canada,Pricing,13,1083,No,Checkout,Yes
12265,S02266,2025-04-16,Social,Mobile,Germany,Home,8,1252,No,Products,Yes
12266,S02267,2025-04-17,Direct,Desktop,UK,Blog,13,837,No,Products,Yes
12267,S02268,2025-04-29,Referral,Tablet,Canada,Home,12,605,Yes,Contact,Yes
12268,S02269,2025-08-20,Organic,Desktop,Australia,Services,12,142,No,Blog,No
12269,S02270,2025-08-12,Referral,Desktop,India,Blog,1,1015,Yes,Services,No
12270,S02271,2025-05-18,Social,Desktop,Canada,Products,6,478,Yes,Products,Yes
12271,S02272,2025-11-27,Email,Tablet,Australia,Checkout,14,1209,Yes,Checkout,Yes
12272,S02273,2025-07-06,Organic,Mobile,India,Contact,1,791,Yes,Products,No
12273,S02274,2025-12-23,Email,Mobile,UK,Home,2,1270,No,Blog,No
12274,S02275,2025-03-14,Referral,Desktop,USA,Products,3,610,No,Services,No
12275,S02276,2025-02-04,Direct,Mobile,Australia,Home,3,1076,Yes,Services,No
12276,S02277,2025-08-05,Direct,Mobile,India,Checkout,9,973,Yes,Pricing,Yes
12277,S02278,2025-02-04,Organic,Desktop,USA,Pricing,12,167,Yes,Checkout,No
12278,S02279,2025-07-08,Direct,Mobile,Australia,Products,8,1143,Yes,Checkout,Yes
12279,S02280,2025-03-29,Social,Tablet,India,Pricing,1,676,Yes,Pricing,No
12280,S02281,2025-07-21,Direct,Mobile,India,Blog,15,126,Yes,Checkout,No
12281,S02282,2025-11-08,Social,Tablet,UK,Blog,3,505,Yes,Blog,No
12282,S02283,2025-02-26,Direct,Mobile,Germany,Pricing,3,1464,Yes,Home,No
12283,S02284,2025-01-01,Social,Desktop,Australia,Checkout,7,288,No,Contact,No
12284,S02285,2025-10-09,Email,Tablet,Canada,Pricing,13,818,No,Contact,Yes
12285,S02286,2025-11-07,Email,Tablet,Germany,Blog,9,734,No,Pricing,Yes
12286,S02287,2025-03-27,Email,Desktop,USA,Checkout,15,844,Yes,Products,Yes
12287,S02288,2025-07-08,Social,Mobile,Australia,Blog,2,1238,No,Blog,No
12288,S02289,2025-01-13,Social,Desktop,USA,Checkout,5,775,Yes,Products,No
12289,S02290,2025-11-23,Direct,Desktop,Australia,Checkout,7,1597,Yes,Contact,Yes
12290,S02291,2025-07-22,Direct,Mobile,India,Products,13,628,No,Services,Yes
12291,S02292,2025-08-27,Referral,Desktop,USA,Blog,8,827,Yes,Blog,Yes
12292,S02293,2025-03-16,Organic,Desktop,UK,Home,1,512,Yes,Services,No
12293,S02294,2025-12-01,Referral,Mobile,Australia,Services,8,801,No,Checkout,Yes
12294,S02295,2025-09-02,Organic,Desktop,India,Services,9,1139,No,Products,Yes
12295,S02296,2025-03-26,Organic,Mobile,USA,Contact,5,1047,No,Home,No
12296,S02297,2025-04-22,Email,Desktop,India,Blog,1,1053,Yes,Blog,No
12297,S02298,2025-11-10,Referral,Desktop,Australia,Services,6,1645,No,Services,Yes
12298,S02299,2025-09-22,Email,Mobile,Canada,Checkout,1,1650,Yes,Blog,No
12299,S02300,2025-09-21,Organic,Tablet,Australia,Contact,7,1573,Yes,Products,Yes
12300,S02301,2025-07-13,Social,Tablet,Germany,Blog,15,1699,No,Products,Yes
12301,S02302,2025-04-11,Organic,Tablet,Canada,Services,3,1570,No,Products,No
12302,S02303,2025-06-05,Organic,Mobile,USA,Blog,1,100,Yes,Pricing,No
12303,S02304,2025-03-19,Referral,Tablet,Australia,Services,4,865,Yes,Home,No
12304,S02305,2025-01-20,Social,Tablet,Canada,Checkout,2,344,Yes,Products,No
12305,S02306,2025-12-11,Referral,Mobile,India,Contact,8,349,No,Checkout,Yes
12306,S02307,2025-11-12,Social,Desktop,UK,Pricing,15,711,No,Contact,Yes
12307,S02308,2025-09-27,Direct,Tablet,Germany,Checkout,11,678,No,Checkout,Yes
12308,S02309,2025-05-06,Direct,Mobile,Canada,Blog,10,1603,No,Services,Yes
12309,S02310,2025-09-13,Referral,Mobile,Australia,Services,9,625,No,Home,Yes
12310,S02311,2025-10-12,Direct,Mobile,USA,Blog,14,313,Yes,Home,Yes
12311,S02312,2025-09-16,Social,Desktop,Germany,Blog,12,1120,No,Pricing,Yes
12312,S02313,2025-02-11,Direct,Mobile,Australia,Blog,6,622,Yes,Checkout,Yes
12313,S02314,2025-08-12,Referral,Desktop,USA,Blog,6,126,No,Home,No
12314,S02315,2025-03-02,Social,Mobile,Canada,Blog,6,768,No,Pricing,Yes
12315,S02316,2025-08-09,Direct,Desktop,USA,Pricing,4,840,Yes,Services,No
12316,S02317,2025-06-17,Email,Desktop,India,Home,3,1234,Yes,Home,No
12317,S02318,2025-01-05,Direct,Tablet,Canada,Blog,13,1520,Yes,Checkout,Yes
12318,S02319,2025-11-28,Direct,Mobile,India,Blog,13,1438,Yes,Home,Yes
12319,S02320,2025-07-07,Social,Tablet,Australia,Home,3,606,Yes,Products,No
12320,S02321,2025-06-19,Organic,Mobile,Australia,Home,15,644,Yes,Pricing,Yes
12321,S02322,2025-04-09,Direct,Desktop,Canada,Home,1,1692,Yes,Services,No
12322,S02323,2025-11-12,Email,Mobile,Australia,Services,10,606,Yes,Home,Yes
12323,S02324,2025-05-14,Direct,Tablet,Germany,Pricing,8,1251,Yes,Blog,Yes
12324,S02325,2025-12-19,Social,Mobile,Canada,Checkout,10,468,No,Contact,Yes
12325,S02326,2025-08-31,Referral,Desktop,Australia,Services,3,1433,No,Contact,No
12326,S02327,2025-07-25,Referral,Mobile,UK,Contact,12,1678,No,Products,Yes
12327,S02328,2025-03-18,Direct,Mobile,India,Home,4,954,Yes,Products,No
12328,S02329,2025-03-06,Direct,Tablet,India,Services,2,929,No,Contact,No
12329,S02330,2025-05-03,Referral,Desktop,Canada,Home,6,1196,No,Contact,Yes
12330,S02331,2025-12-02,Organic,Desktop,USA,Blog,4,979,Yes,Services,No
12331,S02332,2025-01-17,Social,Desktop,USA,Checkout,2,110,No,Blog,No
12332,S02333,2025-12-30,Social,Desktop,USA,Checkout,11,824,No,Contact,Yes
12333,S02334,2025-12-04,Social,Tablet,Germany,Products,12,874,Yes,Checkout,Yes
12334,S02335,2025-05-09,Referral,Mobile,Canada,Services,13,346,Yes,Home,Yes
12335,S02336,2025-05-03,Email,Tablet,Canada,Services,15,297,Yes,Contact,No
12336,S02337,2025-01-20,Organic,Tablet,UK,Contact,3,865,No,Checkout,No
12337,S02338,2025-06-22,Organic,Mobile,Canada,Checkout,10,773,Yes,Products,Yes
12338,S02339,2025-12-15,Email,Desktop,Australia,Blog,3,690,Yes,Blog,No
12339,S02340,2025-01-21,Referral,Tablet,Australia,Pricing,13,1507,No,Pricing,Yes
12340,S02341,2025-01-23,Social,Desktop,India,Blog,13,944,Yes,Blog,Yes
12341,S02342,2025-08-26,Email,Tablet,USA,Services,14,864,Yes,Blog,Yes
12342,S02343,2025-11-30,Organic,Mobile,Germany,Pricing,5,624,No,Blog,No
12343,S02344,2025-09-29,Direct,Mobile,USA,Checkout,5,18,No,Products,No
12344,S02345,2025-08-09,Organic,Mobile,UK,Pricing,7,14,No,Home,No
12345,S02346,2025-11-24,Social,Tablet,Germany,Home,9,1788,No,Pricing,Yes
12346,S02347,2025-12-05,Email,Desktop,India,Checkout,4,1103,Yes,Blog,No
12347,S02348,2025-06-18,Direct,Tablet,Germany,Products,9,1496,Yes,Contact,Yes
12348,S02349,2025-06-18,Direct,Desktop,India,Home,7,173,Yes,Contact,No
12349,S02350,2025-03-28,Social,Tablet,UK,Blog,12,538,Yes,Blog,Yes
12350,S02351,2025-03-25,Social,Mobile,UK,Services,4,1503,Yes,Home,No
12351,S02352,2025-03-04,Organic,Mobile,India,Checkout,3,1798,No,Products,No
12352,S02353,2025-08-20,Social,Mobile,Australia,Checkout,2,1576,No,Pricing,No
12353,S02354,2025-12-09,Email,Desktop,India,Services,2,995,Yes,Services,No
12354,S02355,2025-04-07,Email,Desktop,Germany,Home,3,804,Yes,Home,No
12355,S02356,2025-06-25,Direct,Tablet,Germany,Pricing,3,308,Yes,Blog,No
12356,S02357,2025-11-20,Social,Mobile,UK,Checkout,15,1560,No,Checkout,Yes
12357,S02358,2025-02-23,Email,Desktop,USA,Products,13,895,Yes,Pricing,Yes
12358,S02359,2025-10-28,Organic,Tablet,USA,Checkout,11,1000,No,Pricing,Yes
12359,S02360,2025-07-18,Social,Tablet,UK,Products,13,947,Yes,Home,Yes
12360,S02361,2025-01-02,Email,Desktop,India,Contact,8,395,No,Contact,Yes
12361,S02362,2025-01-04,Social,Desktop,India,Products,6,861,Yes,Pricing,Yes
12362,S02363,2025-03-01,Email,Mobile,Canada,Blog,9,1159,No,Home,Yes
12363,S02364,2025-01-17,Social,Mobile,UK,Pricing,10,1670,No,Services,Yes
12364,S02365,2025-02-24,Organic,Desktop,Germany,Products,1,1768,Yes,Contact,No
12365,S02366,2025-07-14,Direct,Desktop,UK,Checkout,5,1680,No,Home,No
12366,S02367,2025-02-08,Referral,Desktop,Germany,Services,9,755,No,Home,Yes
12367,S02368,2025-06-17,Direct,Tablet,India,Checkout,1,593,Yes,Products,No
12368,S02369,2025-11-05,Email,Mobile,UK,Home,15,1085,Yes,Services,Yes
12369,S02370,2025-06-12,Organic,Mobile,Australia,Products,13,693,Yes,Products,Yes
12370,S02371,2025-06-09,Email,Tablet,India,Checkout,1,576,Yes,Contact,No
12371,S02372,2025-12-20,Email,Desktop,Australia,Contact,9,1192,No,Home,Yes
12372,S02373,2025-01-21,Social,Desktop,India,Contact,15,836,No,Services,Yes
12373,S02374,2025-03-12,Organic,Mobile,Australia,Home,12,116,Yes,Blog,No
12374,S02375,2025-07-04,Referral,Tablet,India,Services,1,970,Yes,Products,No
12375,S02376,2025-05-07,Organic,Desktop,USA,Products,10,1159,Yes,Contact,Yes
12376,S02377,2025-08-29,Direct,Tablet,Germany,Products,13,44,Yes,Contact,No
12377,S02378,2025-12-16,Email,Mobile,Canada,Home,14,1779,No,Pricing,Yes
12378,S02379,2025-04-07,Referral,Tablet,USA,Home,13,1504,No,Products,Yes
12379,S02380,2025-07-18,Direct,Tablet,UK,Services,10,1375,Yes,Blog,Yes
12380,S02381,2025-10-24,Social,Desktop,USA,Pricing,10,852,Yes,Contact,Yes
12381,S02382,2025-11-28,Email,Desktop,India,Home,7,532,No,Pricing,Yes
12382,S02383,2025-05-10,Direct,Tablet,USA,Checkout,4,1539,Yes,Contact,No
12383,S02384,2025-12-31,Organic,Mobile,USA,Contact,4,281,Yes,Contact,No
12384,S02385,2025-07-22,Direct,Mobile,UK,Home,2,1410,Yes,Contact,No
12385,S02386,2025-02-26,Organic,Desktop,India,Services,4,1478,Yes,Blog,No
12386,S02387,2025-11-28,Organic,Desktop,UK,Blog,3,311,No,Contact,No
12387,S02388,2025-05-21,Referral,Tablet,USA,Checkout,9,1403,Yes,Products,Yes
12388,S02389,2025-04-07,Direct,Desktop,Canada,Services,7,733,No,Home,Yes
12389,S02390,2025-08-10,Referral,Mobile,India,Checkout,5,16,Yes,Contact,No
12390,S02391,2025-05-29,Direct,Desktop,India,Services,8,1083,Yes,Services,Yes
12391,S02392,2025-08-07,Organic,Desktop,Australia,Home,5,372,No,Services,No
12392,S02393,2025-04-25,Referral,Mobile,Germany,Checkout,5,1329,No,Checkout,No
12393,S02394,2025-05-19,Direct,Desktop,USA,Blog,8,809,Yes,Home,Yes
12394,S02395,2025-11-27,Referral,Desktop,USA,Pricing,13,490,Yes,Home,Yes
12395,S02396,2025-07-09,Email,Desktop,Germany,Home,5,1487,No,Checkout,No
12396,S02397,2025-06-08,Referral,Mobile,India,Pricing,11,1067,Yes,Products,Yes
12397,S02398,2025-05-10,Direct,Tablet,Australia,Checkout,15,589,Yes,Contact,Yes
12398,S02399,2025-01-02,Direct,Mobile,UK,Checkout,8,1092,No,Pricing,Yes
12399,S02400,2025-09-04,Direct,Mobile,India,Contact,6,12,No,Contact,No
12400,S02401,2025-05-09,Social,Tablet,USA,Contact,13,880,No,Contact,Yes
12401,S02402,2025-10-17,Email,Desktop,India,Blog,14,1242,No,Pricing,Yes
12402,S02403,2025-06-16,Organic,Desktop,UK,Blog,4,511,Yes,Pricing,No
12403,S02404,2025-04-27,Referral,Tablet,India,Contact,6,1019,Yes,Home,Yes
12404,S02405,2025-04-29,Referral,Mobile,USA,Blog,10,290,No,Pricing,No
12405,S02406,2025-02-22,Email,Desktop,Germany,Products,12,158,Yes,Contact,No
12406,S02407,2025-07-09,Organic,Mobile,UK,Home,4,457,No,Home,No
12407,S02408,2025-10-29,Referral,Mobile,India,Services,5,1326,Yes,Pricing,No
12408,S02409,2025-05-09,Email,Tablet,Germany,Contact,2,201,Yes,Home,No
12409,S02410,2025-05-22,Email,Mobile,Germany,Checkout,8,1421,Yes,Checkout,Yes
12410,S02411,2025-04-21,Referral,Desktop,India,Home,8,1683,Yes,Pricing,Yes
12411,S02412,2025-08-07,Social,Desktop,Canada,Pricing,5,10,Yes,Home,No
12412,S02413,2025-11-18,Email,Mobile,Germany,Services,12,209,Yes,Products,No
12413,S02414,2025-04-30,Organic,Tablet,USA,Products,14,331,Yes,Products,Yes
12414,S02415,2025-08-24,Organic,Tablet,Canada,Products,3,614,Yes,Home,No
12415,S02416,2025-04-15,Social,Tablet,UK,Checkout,2,1496,No,Products,No
12416,S02417,2025-03-23,Referral,Desktop,India,Products,12,139,No,Home,No
12417,S02418,2025-12-17,Referral,Mobile,India,Checkout,9,368,Yes,Products,Yes
12418,S02419,2025-08-01,Organic,Desktop,USA,Contact,2,324,Yes,Services,No
12419,S02420,2026-01-01,Email,Tablet,Australia,Pricing,12,1075,No,Blog,Yes
12420,S02421,2025-11-01,Email,Tablet,Australia,Products,3,1707,No,Blog,No
12421,S02422,2025-08-16,Social,Desktop,UK,Pricing,3,1261,Yes,Contact,No
12422,S02423,2025-01-11,Direct,Desktop,UK,Blog,13,1590,No,Home,Yes
12423,S02424,2025-03-01,Direct,Mobile,USA,Contact,14,1200,Yes,Pricing,Yes
12424,S02425,2025-11-29,Email,Tablet,Germany,Checkout,8,818,Yes,Home,Yes
12425,S02426,2025-10-03,Direct,Mobile,USA,Home,9,378,Yes,Products,Yes
12426,S02427,2025-02-12,Social,Tablet,Australia,Home,9,1141,No,Services,Yes
12427,S02428,2025-03-11,Direct,Mobile,Canada,Blog,6,1134,Yes,Products,Yes
12428,S02429,2025-04-23,Organic,Tablet,USA,Pricing,13,1627,No,Home,Yes
12429,S02430,2025-11-21,Email,Mobile,Germany,Checkout,7,1486,No,Blog,Yes
12430,S02431,2025-05-22,Social,Mobile,India,Checkout,3,1405,Yes,Checkout,No
12431,S02432,2025-12-07,Organic,Tablet,India,Home,1,1597,Yes,Services,No
12432,S02433,2025-11-23,Email,Mobile,India,Contact,3,1561,Yes,Blog,No
12433,S02434,2025-08-13,Email,Tablet,UK,Home,13,211,Yes,Contact,No
12434,S02435,2025-06-10,Referral,Tablet,India,Checkout,3,733,No,Checkout,No
12435,S02436,2025-03-23,Organic,Tablet,USA,Pricing,5,544,No,Services,No
12436,S02437,2025-02-09,Direct,Mobile,UK,Pricing,8,1079,Yes,Services,Yes
12437,S02438,2025-01-21,Email,Desktop,Canada,Home,7,970,Yes,Pricing,Yes
12438,S02439,2025-12-05,Social,Mobile,Canada,Services,1,15,Yes,Contact,No
12439,S02440,2025-07-05,Email,Desktop,Australia,Products,6,191,No,Blog,No
12440,S02441,2025-05-01,Referral,Mobile,UK,Pricing,10,261,Yes,Services,No
12441,S02442,2025-01-26,Social,Desktop,USA,Checkout,6,1364,No,Contact,Yes
12442,S02443,2026-01-01,Organic,Tablet,Canada,Home,1,1141,Yes,Blog,No
12443,S02444,2025-07-30,Email,Tablet,Australia,Blog,4,502,No,Checkout,No
12444,S02445,2025-11-16,Email,Mobile,USA,Home,1,1591,Yes,Home,No
12445,S02446,2025-01-25,Organic,Desktop,UK,Checkout,5,1652,Yes,Pricing,No
12446,S02447,2025-01-03,Social,Tablet,Germany,Services,15,1093,Yes,Pricing,Yes
12447,S02448,2025-05-08,Email,Mobile,Canada,Contact,8,1030,Yes,Pricing,Yes
12448,S02449,2025-07-24,Social,Mobile,USA,Contact,11,141,Yes,Products,No
12449,S02450,2025-11-13,Social,Tablet,USA,Pricing,12,829,No,Blog,Yes
12450,S02451,2025-01-11,Direct,Desktop,Germany,Products,5,334,No,Contact,No
12451,S02452,2025-09-28,Referral,Mobile,India,Services,12,1740,No,Home,Yes
12452,S02453,2025-01-21,Referral,Desktop,Germany,Blog,8,1798,Yes,Services,Yes
12453,S02454,2025-05-29,Organic,Mobile,Canada,Checkout,13,775,Yes,Contact,Yes
12454,S02455,2025-06-24,Email,Tablet,USA,Services,11,765,Yes,Checkout,Yes
12455,S02456,2025-01-12,Organic,Desktop,Canada,Services,15,1503,No,Checkout,Yes
12456,S02457,2025-05-29,Email,Tablet,Australia,Pricing,5,1777,Yes,Checkout,No
12457,S02458,2025-02-25,Social,Mobile,Australia,Contact,4,1506,Yes,Checkout,No
12458,S02459,2025-03-10,Referral,Tablet,Germany,Home,5,689,No,Home,No
12459,S02460,2025-11-24,Organic,Desktop,USA,Products,5,1416,Yes,Products,No
12460,S02461,2025-07-01,Direct,Tablet,UK,Pricing,13,1697,No,Contact,Yes
12461,S02462,2025-04-24,Direct,Mobile,India,Home,2,818,No,Pricing,No
12462,S02463,2025-03-05,Email,Mobile,Australia,Products,8,1487,Yes,Pricing,Yes
12463,S02464,2025-12-14,Direct,Desktop,USA,Products,2,1302,No,Contact,No
12464,S02465,2025-01-21,Referral,Mobile,Germany,Home,6,472,Yes,Checkout,Yes
12465,S02466,2025-09-16,Referral,Desktop,Canada,Home,10,1569,No,Pricing,Yes
12466,S02467,2025-10-10,Email,Mobile,India,Products,14,843,Yes,Checkout,Yes
12467,S02468,2025-01-16,Email,Mobile,UK,Checkout,1,1670,Yes,Blog,No
12468,S02469,2025-03-07,Email,Tablet,India,Products,2,1135,No,Services,No
12469,S02470,2025-12-26,Referral,Desktop,Germany,Services,8,1314,Yes,Contact,Yes
12470,S02471,2025-01-02,Email,Tablet,USA,Blog,15,860,No,Pricing,Yes
12471,S02472,2025-03-10,Organic,Mobile,UK,Pricing,13,718,Yes,Checkout,Yes
